participant;sound;duration;Td;K6;Rd;A2;V2
AK070;CEG;2300;2300;T0;1479;DI;DI
BG073;CEG;2300;2300;T0;2799;DI;DI
MM096;CEG;2300;2300;T0;3145;DI;DI
KG067;CEG;2300;2300;T0;2250;DI;DI
MG082;CEG;2300;2300;T0;1962;DI;DI
EK086;CEG;2300;2300;T0;1873;DI;DI
OB120;CEG;2300;2300;T0;1686;DI;DI
PP102;CEG;2300;2300;T0;2031;DI;DI
SM118;CEG;2300;2300;T0;2802;DI;DI
TR072;CEG;2300;2300;T0;2136;DI;DI
IK053;CEG;2300;2300;T0;2133;DI;DI
MJ077;CEG;2300;2300;T0;2495;DI;DI
MM110;CEG;2300;2300;T0;3252;DI;DI
AB107;CEG;2300;2300;T0;2435;DI;DI
AK092;CEG;2300;2300;T0;2617;DI;DI
IP124;CEG;2300;2300;T0;2332;DI;DI
SM118;CEG;2300;2300;T0;2501;DI;DI
AC116;CEG;2300;2300;T0;4836;DI;DI
AK092;CEG;2300;2300;T0;1962;DI;DI
KK098;CEG;2300;2300;T0;2793;DI;DI
MM096;CEG;2300;2300;T0;2793;DI;DI
MM058;CEG;2300;2300;T0;2799;DI;DI
KM066;CEG;2300;2300;T0;1687;DI;DI
PW112;CEG;2300;2300;T0;3904;DI;DI
ED100;CEG;2300;2300;T0;2228;DI;DI
TK090;CEG;2300;2300;T0;3262;DI;DI
AC116;CEG;2300;2300;T0;3068;DI;DI
AG080;CEG;2300;2300;T0;1686;DI;DI
DJ083;CEG;2300;2300;T0;2043;DI;DI
DK061;CEG;2300;2300;T0;2430;DI;DI
ND071;CEG;2300;2300;T0;3267;DI;DI
RP125;CEG;2300;2300;T0;1402;DI;DI
TR072;CEG;2300;2300;T0;2429;DI;DI
AG111;CEG;2300;2300;T0;2245;DI;DI
MG082;CEG;2300;2300;T0;1605;DI;DI
MG097;CEG;2300;2300;T0;2614;DI;DI
AS093;CEG;2300;2300;T0;3332;DI;DI
DJ083;CEG;2300;2300;T0;2136;DI;DI
KK047;CEG;2300;2300;T0;2612;DI;DI
KK105;CEG;2300;2300;T0;2619;DI;DI
MF088;CEG;2300;2300;T0;4382;DI;DI
AB123;CEG;2300;2300;T0;4839;DI;DI
KK105;CEG;2300;2300;T0;2422;DI;DI
MZ078;CEG;2300;2300;T0;2787;DI;DI
OB120;CEG;2300;2300;T0;2898;DI;DI
DO084;CEG;2300;2300;T0;2349;DI;DI
GN042;CEG;2300;2300;T0;6676;DI;DI
MG097;CEG;2300;2300;T0;2805;DI;DI
KK047;CEG;2300;2300;T0;2893;DI;DI
MF088;CEG;2300;2300;T0;4841;DI;DI
AP089;CEG;2300;2300;T0;1949;DI;DI
JK076;CEG;2300;2300;T0;2428;DI;DI
AS099;CEG;2300;2300;T0;4533;DI;DI
DK061;CEG;2300;2300;T0;3339;DI;DI
DK117;CEG;2300;2300;T0;2981;DI;DI
TR072;CEG;2300;2300;T0;1952;DI;DI
PM106;CEG;2300;2300;T0;3632;DI;DI
PP102;CEG;2300;2300;T0;2331;DI;DI
AG111;CEG;2300;2300;T0;3255;DI;DI
AK092;CEG;2300;2300;T0;2243;DI;DI
KK098;CEG;2300;2300;T0;3258;DI;DI
OB120;CEG;2300;2300;T0;2242;DI;DI
PM106;CEG;2300;2300;T0;3334;DI;DI
DDR103;CEG;2300;2300;T0;2338;DI;DI
DK061;CEG;2300;2300;T0;3403;DI;DI
AB121;CEG;2300;2300;T0;2040;DI;DI
DO084;CEG;2300;2300;T0;2708;DI;DI
KP074;CEG;2300;2300;T0;2900;DI;DI
DDR103;CEG;2300;2300;T0;2127;DI;DI
DJ083;CEG;2300;2300;T0;2431;DI;DI
JK076;CEG;2300;2300;T0;2240;DI;DI
MZ078;CEG;2300;2300;T0;2216;DI;DI
AG122;CEG;2300;2300;T0;2320;DI;DI
KG067;CEG;2300;2300;T0;3082;DI;DI
MG082;CEG;2300;2300;T0;2347;DI;DI
ND071;CEG;2300;2300;T0;2800;DI;DI
PP102;CEG;2300;2300;T0;2241;DI;DI
TK090;CEG;2300;2300;T0;2899;DI;DI
AB107;CEG;2800;2800;T0;2429;DI;DI
KK098;CEG;2800;2800;T0;1862;DI;DI
KP104;CEG;2800;2800;T0;3140;DI;DI
TR072;CEG;2800;2800;T0;1953;DI;DI
BG073;CEG;2800;2800;T0;3263;DI;DI
DO084;CEG;2800;2800;T0;2185;DI;DI
KP074;CEG;2800;2800;T0;2713;DI;DI
TK090;CEG;2800;2800;T0;3542;DI;DI
AS099;CEG;2800;2800;T0;4615;DI;DI
TR072;CEG;2800;2800;T0;2795;DI;DI
KK098;CEG;2800;2800;T0;4017;DI;DI
PM106;CEG;2800;2800;T0;2616;DI;DI
DDR103;CEG;2800;2800;T0;2510;DI;DI
DJ083;CEG;2800;2800;T0;2033;DI;DI
AS099;CEG;2800;2800;T0;5489;DI;DI
DDR103;CEG;2800;2800;T0;3408;DI;DI
KP074;CEG;2800;2800;T0;2620;DI;DI
AC116;CEG;2800;2800;T0;4169;DI;DI
AW075;CEG;2800;2800;T0;1600;DI;DI
DDR103;CEG;2800;2800;T0;3071;DI;DI
GN042;CEG;2800;2800;T0;6410;DI;DI
SM045;CEG;2800;2800;T0;3536;DI;DI
KM066;CEG;2800;2800;T0;2029;DI;DI
MD087;CEG;2800;2800;T0;3335;DI;DI
RP125;CEG;2800;2800;T0;2497;DI;DI
AJ085;CEG;2800;2800;T0;2907;DI;DI
IP124;CEG;2800;2800;T0;3535;DI;DI
MD087;CEG;2800;2800;T0;3526;DI;DI
AJ085;CEG;2800;2800;T0;3339;DI;DI
PP102;CEG;2800;2800;T0;2245;DI;DI
AG122;CEG;2800;2800;T0;2893;DI;DI
MG097;CEG;2800;2800;T0;3329;DI;DI
SM118;CEG;2800;2800;T0;2426;DI;DI
AJ085;CEG;2800;2800;T0;3546;DI;DI
ED100;CEG;2800;2800;T0;3136;DI;DI
AC116;CEG;2800;2800;T0;4538;DI;DI
ND071;CEG;2800;2800;T0;3336;DI;DI
PW112;CEG;2800;2800;T0;4836;DI;DI
PP102;CEG;2800;2800;T0;2425;DI;DI
ZP079;CEG;2800;2800;T0;2707;DI;DI
PM106;CEG;2800;2800;T0;3145;DI;DI
RP125;CEG;2800;2800;T0;2133;DI;DI
AS099;CEG;2800;2800;T0;5732;DI;DI
KK098;CEG;2800;2800;T0;4011;DI;DI
TR072;CEG;2800;2800;T0;2254;DI;DI
NM095;CEG;2800;2800;T0;3339;DI;DI
ZP079;CEG;2800;2800;T0;2042;DI;DI
KS119;CEG;2800;2800;T0;2129;DI;DI
MM096;CEG;2800;2800;T0;3135;DI;DI
AS093;CEG;2800;2800;T0;3333;DI;DI
JK076;CEG;2800;2800;T0;2994;DI;DI
SM118;CEG;2800;2800;T0;2332;DI;DI
KK098;CEG;2800;2800;T0;2898;DI;DI
MK081;CEG;2800;2800;T0;2612;DI;DI
TK090;CEG;2800;2800;T0;3717;DI;DI
MG097;CEG;2800;2800;T0;2789;DI;DI
MK081;CEG;2800;2800;T0;2498;DI;DI
TK090;CEG;2800;2800;T0;3084;DI;DI
MM096;CEG;2800;2800;T0;3335;DI;DI
TR072;CEG;2800;2800;T0;3072;DI;DI
ED100;CEG;2800;2800;T0;2963;DI;DI
KK047;CEG;2800;2800;T0;2331;DI;DI
MF088;CEG;2800;2800;T0;4552;DI;DI
TK090;CEG;2800;2800;T0;3144;DI;DI
DO084;CEG;2800;2800;T0;3087;DI;DI
EK086;CEG;2800;2800;T0;3265;DI;DI
ND071;CEG;2800;2800;T0;2896;DI;DI
KK105;CEG;2800;2800;T0;3269;DI;DI
MD087;CEG;2800;2800;T0;3328;DI;DI
MG097;CEG;2800;2800;T0;2499;DI;DI
AK092;CEG;2800;2800;T0;3081;DI;DI
IP124;CEG;2800;2800;T0;2493;DI;DI
PW112;CEG;2800;2800;T0;5823;DI;DI
KK098;CEG;2800;2800;T0;4285;DI;DI
KK098;CEG;2800;2800;T0;2033;DI;DI
MM096;CEG;2800;2800;T0;4623;DI;DI
RP125;CEG;2800;2800;T0;3412;DI;DI
AP089;CEG;2800;2800;T0;2884;DI;DI
PP102;CEG;2800;2800;T0;5297;DI;DI
PW112;CEG;2800;2800;T0;5293;DI;DI
TR072;CEG;2800;2800;T0;2894;DI;DI
AW075;CEG;2800;2800;T0;2255;DI;DI
GN042;CEG;2800;2800;T0;3322;DI;DI
AG080;CEG;2800;2800;T0;1857;DI;DI
AK070;CEG;2800;2800;T0;3072;DI;DI
BG073;CEG;2800;2800;T0;3333;DI;DI
GN042;CEG;2800;2800;T0;6480;DI;DI
MG082;CEG;2800;2800;T0;3273;DI;DI
AJ085;CEG;2800;2800;T0;3336;DI;DI
IK053;CEG;2800;2800;T0;1951;DI;DI
MJ077;CEG;2800;2800;T0;2794;DI;DI
DO084;CEG;2800;2800;T0;2435;DI;DI
AB123;CEG;2800;2800;T0;6315;DI;DI
GN042;CEG;2800;2800;T0;7783;DI;DI
AS099;CEG;2800;2800;T0;5283;DI;DI
IK053;CEG;2800;2800;T0;2029;DI;DI
ND071;CEG;2800;2800;T0;3419;DI;DI
AK092;CEG;2800;2800;T0;2139;DI;DI
JK076;CEG;2800;2800;T0;2796;DI;DI
WS113;CEG;2800;2800;T0;2336;DI;DI
KS119;CEG;2800;2800;T0;4009;DI;DI
MF088;CEG;2800;2800;T0;5030;DI;DI
MM058;CEG;2800;2800;T0;3083;DI;DI
PC077;CEG;2800;2800;T0;2705;DI;DI
MM110;CEG;2800;2800;T0;3076;DI;DI
TK090;CEG;2800;2800;T0;3417;DI;DI
DJ083;CEG;2800;2800;T0;2993;DI;DI
AB123;CEG;2800;2800;T0;6032;DI;DI
AG126;CEG;2800;2800;T0;2342;DI;DI
KP101;CEG;2800;2800;T0;4528;DI;DI
KM066;CEG;2800;2800;T0;1863;DI;DI
KP101;CEG;2800;2800;T0;3720;DI;DI
MF088;CEG;2800;2800;T0;5103;DI;DI
KS119;CEG;2800;2800;T0;2791;DI;DI
MF088;CEG;2800;2800;T0;4466;DI;DI
KK047;CEG;2800;2800;T0;3262;DI;DI
AK070;CEG;2800;2800;T0;3075;DI;DI
PP102;CEG;2800;2800;T0;1948;DI;DI
AP089;CEG;2800;2800;T0;2613;DI;DI
DJ083;CEG;2800;2800;T0;2707;DI;DI
NM095;CEG;2800;2800;T0;2504;DI;DI
KP101;CEG;2800;2800;T0;4542;DI;DI
MG082;CEG;2800;2800;T0;2799;DI;DI
JK076;CEG;2800;2800;T0;2427;DI;DI
KG067;CEG;2800;2800;T0;2615;DI;DI
MG097;CEG;2800;2800;T0;2496;DI;DI
KK105;CEG;2800;2800;T0;3268;DI;DI
BG073;CEG;2800;2800;T0;3811;DI;DI
IP124;CEG;2800;2800;T0;2605;DI;DI
TK090;CEG;2800;2800;T0;3261;DI;DI
AK070;CEG;2800;2800;T0;2425;DI;DI
AP089;CEG;2800;2800;T0;2500;DI;DI
MK081;CEG;2800;2800;T0;3329;DI;DI
AG126;CEG;2800;2800;T0;2250;DI;DI
GN042;CEG;2800;2800;T0;3530;DI;DI
KG067;CEG;2800;2800;T0;3539;DI;DI
KM066;CEG;2800;2800;T0;2499;DI;DI
AS093;CEG;2800;2800;T0;3522;DI;DI
MM110;CEG;2800;2800;T0;3339;DI;DI
AG122;CEG;2800;2800;T0;2897;DI;DI
NM095;CEG;2800;2800;T0;3092;DI;DI
AB107;CEG;2800;2800;T0;2492;DI;DI
KK047;CEG;2800;2800;T0;2695;DI;DI
JK076;CEG;2800;2800;T0;2990;DI;DI
MZ078;CEG;2800;2800;T0;1600;DI;DI
KK105;CEG;2800;2800;T0;3139;DI;DI
MG082;CEG;2800;2800;T0;2705;DI;DI
AG111;CEG;2800;2800;T0;2330;DI;DI
AK070;CEG;2800;2800;T0;2141;DI;DI
EK086;CEG;2800;2800;T0;1747;DI;DI
AB107;CEG;2800;2800;T0;3264;DI;DI
PM106;CEG;2800;2800;T0;3073;DI;DI
KP074;CEG;2800;2800;T0;2708;DI;DI
AB107;CEG;2800;2800;T0;3806;DI;DI
NM095;CEG;2800;2800;T0;2908;DI;DI
WS113;CEG;2800;2800;T0;2706;DI;DI
DK117;CEG;2800;2800;T0;2239;DI;DI
IP124;CEG;2800;2800;T0;2427;DI;DI
AB123;CEG;2800;2800;T0;6223;DI;DI
AG080;CEG;2800;2800;T0;1865;DI;DI
JK076;CEG;2800;2800;T0;2624;DI;DI
PW112;CEG;2800;2800;T0;3794;DI;DI
IK053;CEG;2800;2800;T0;1859;DI;DI
MK081;CEG;2800;2800;T0;3144;DI;DI
AG126;CEG;2800;2800;T0;2342;DI;DI
DJ083;CEG;2800;2800;T0;3143;DI;DI
MM058;CEG;2800;2800;T0;3406;DI;DI
AB107;CEG;2800;2800;T0;3551;DI;DI
MD087;CEG;2800;2800;T0;2440;DI;DI
KG067;CEG;2800;2800;T0;2611;DI;DI
MG097;CEG;2800;2800;T0;3138;DI;DI
KP104;CEG;2800;2800;T0;2904;DI;DI
TK090;CEG;2800;2800;T0;2898;DI;DI
AB121;CEG;2800;2800;T0;2696;DI;DI
PP102;CEG;2800;2800;T0;2248;DI;DI
AS093;CEG;2800;2800;T0;3339;DI;DI
SM118;CEG;2800;2800;T0;2501;DI;DI
TK090;CEG;2800;2800;T0;2806;DI;DI
AB121;CEG;2800;2800;T0;2795;DI;DI
KK105;CEG;2800;2800;T0;3635;DI;DI
KM066;CEG;2800;2800;T0;2498;DI;DI
MZ078;CEG;2800;2800;T0;1494;DI;DI
PP102;CEG;2800;2800;T0;2338;DI;DI
BG073;CEG;2800;2800;T0;5560;DI;DI
PC077;CEG;2800;2800;T0;3138;DI;DI
AG122;CEG;2800;2800;T0;2616;DI;DI
ED100;CEG;2800;2800;T0;2412;DI;DI
IP124;CEG;2800;2800;T0;2797;DI;DI
KP074;CEG;2800;2800;T0;2892;DI;DI
KS119;CEG;2800;2800;T0;2797;DI;DI
MZ078;CEG;2800;2800;T0;1498;DI;DI
EK086;CEG;2800;2800;T0;2705;DI;DI
MK081;CEG;2800;2800;T0;2796;DI;DI
AG122;CEG;2800;2800;T0;2984;DI;DI
DK117;CEG;2800;2800;T0;2693;DI;DI
KK105;CEG;2800;2800;T0;3141;DI;DI
MR109;CEG;2800;2800;T0;4012;DI;DI
DO084;CEG;2800;2800;T0;2431;DI;DI
MM058;CEG;2800;2800;T0;2699;DI;DI
AS099;CEG;2800;2800;T0;3781;DI;DI
KP074;CEG;2800;2800;T0;2703;DI;DI
MM110;CEG;2800;2800;T0;3256;DI;DI
MR109;CEG;2800;2800;T0;2494;DI;DI
AK092;CEG;2800;2800;T0;1963;DI;DI
AP089;CEG;2800;2800;T0;2502;DI;DI
DK061;CEG;2800;2800;T0;3638;DI;DI
AB123;CEG;2800;2800;T0;8341;DI;DI
AS099;CEG;2800;2800;T0;4832;DI;DI
GN042;CEG;2800;2800;T0;6573;DI;DI
MM058;CEG;2800;2800;T0;3264;DI;DI
DO084;CEG;2800;2800;T0;2144;DI;DI
DJ083;CEG;2800;2800;T0;3408;DI;DI
MJ077;CEG;2800;2800;T0;2979;DI;DI
AC116;CEG;2800;2800;T0;3074;DI;DI
AJ085;CEG;2800;2800;T0;3410;DI;DI
PM106;CEG;2800;2800;T0;3143;DI;DI
RP125;CEG;2800;2800;T0;2897;DI;DI
AS099;CEG;2800;2800;T0;2227;DI;DI
KP101;CEG;2800;2800;T0;2984;DI;DI
RP125;CEG;2800;2800;T0;2244;DI;DI
KK105;CEG;2800;2800;T0;3400;DI;DI
MM058;CEG;2800;2800;T0;2791;DI;DI
TK090;CEG;2800;2800;T0;2898;DI;DI
DDR103;CEG;2800;2800;T0;2799;DI;DI
KK047;CEG;2800;2800;T0;2432;DI;DI
KK098;CEG;2800;2800;T0;2494;DI;DI
TK090;CEG;2800;2800;T0;3074;DI;DI
AB121;CEG;2800;2800;T0;2244;DI;DI
DO084;CEG;2800;2800;T0;2490;DI;DI
JK076;CEG;2800;2800;T0;2995;DI;DI
WS113;CEG;2800;2800;T0;3080;DI;DI
WS113;CEG;2800;2800;T0;3911;DI;DI
AG122;CEG;2800;2800;T0;2494;DI;DI
AB121;CEG;2800;2800;T0;2416;DI;DI
AK092;CEG;2800;2800;T0;2620;DI;DI
ND071;CEG;2800;2800;T0;2804;DI;DI
DDR103;CEG;2800;2800;T0;3406;DI;DI
JK076;CEG;2800;2800;T0;2901;DI;DI
PM106;CEG;2800;2800;T0;2501;DI;DI
AS093;CEG;2800;2800;T0;3329;DI;DI
AG122;CEG;2800;2800;T0;2617;DI;DI
DDR103;CEG;2800;2800;T0;5398;DI;DI
DK117;CEG;2800;2800;T0;3137;DI;DI
KM066;CEG;2800;2800;T0;2127;DI;DI
MM096;CEG;2800;2800;T0;4186;DI;DI
SM045;CEG;2800;2800;T0;3536;DI;DI
KK047;CEG;2800;2800;T0;2232;DI;DI
MF088;CEG;2800;2800;T0;5220;DI;DI
ZP079;CEG;2800;2800;T0;2492;DI;DI
MM096;CEG;2800;2800;T0;3089;DI;DI
MZ078;CEG;2800;2800;T0;1291;DI;DI
AJ085;CEG;2800;2800;T0;3262;DI;DI
KS119;CEG;2800;2800;T0;2617;DI;DI
DDR103;CEG;2800;2800;T0;3264;DI;DI
MK081;CEG;2800;2800;T0;2985;DI;DI
AS093;CEG;2800;2800;T0;3721;DI;DI
DDR103;CEG;2800;2800;T0;3267;DI;DI
ND071;CEG;2800;2800;T0;2903;DI;DI
AS099;CEG;2800;2800;T0;2980;DI;DI
DJ083;CEG;2800;2800;T0;2339;DI;DI
TK090;CEG;2800;2800;T0;3269;DI;DI
AB107;CEG;2800;2800;T0;2889;DI;DI
PC077;CEG;2800;2800;T0;4166;DI;DI
AB121;CEG;2800;2800;T0;2695;DI;DI
ZP079;CEG;2800;2800;T0;3262;DI;DI
EK086;CEG;2800;2800;T0;2252;DI;DI
MD087;CEG;2800;2800;T0;3085;DI;DI
MK081;CEG;2800;2800;T0;2895;DI;DI
AC116;CEG;2800;2800;T0;5393;DI;DI
AG080;CEG;2800;2800;T0;1869;DI;DI
OB120;CEG;2800;2800;T0;2243;DI;DI
AS093;CEG;2800;2800;T0;3909;DI;DI
KG067;CEG;2800;2800;T0;2246;DI;DI
KP074;CEG;2800;2800;T0;2710;DI;DI
KP101;CEG;2800;2800;T0;4011;DI;DI
MG082;CEG;2800;2800;T0;3157;DI;DI
DDR103;CEG;2800;2800;T0;2121;DI;DI
MM110;CEG;2800;2800;T0;3891;DI;DI
KK098;CEG;2800;2800;T0;2788;DI;DI
AB107;CEG;2800;2800;T0;2984;DI;DI
KP101;CEG;2800;2800;T0;3259;DI;DI
MK081;CEG;2800;2800;T0;2982;DI;DI
EK086;CEG;2800;2800;T0;2625;DI;DI
JK076;CEG;2800;2800;T0;2708;DI;DI
MG082;CEG;2800;2800;T0;2140;DI;DI
MR109;CEG;2800;2800;T0;3065;DI;DI
TR072;CEG;2800;2800;T0;2250;DI;DI
MG097;CEsG;1300;1300;T0;1744;DI;DI
PW112;CEsG;1300;1300;T0;1746;DI;DI
AP089;CEsG;1300;1300;T0;2496;DI;DI
DDR103;CEsG;1300;1300;T0;2496;DI;DI
MM058;CEsG;1300;1300;T0;1034;DI;DI
SM118;CEsG;1300;1300;T0;1961;DI;DI
AS093;CEsG;1300;1300;T0;2033;DI;DI
AW075;CEsG;1300;1300;T0;1282;DI;DI
MJ077;CEsG;1300;1300;T0;1601;DI;DI
NM095;CEsG;1300;1300;T0;2040;DI;DI
MF088;CEsG;1300;1300;T0;2894;DI;DI
AS093;CEsG;1300;1300;T0;1746;DI;DI
MF088;CEsG;1300;1300;T0;2894;DI;DI
AG080;CEsG;1300;1300;T0;1271;DI;DI
BG073;CEsG;1300;1300;T0;2036;DI;DI
DJ083;CEsG;1300;1300;T0;1609;DI;DI
KS119;CEsG;1300;1300;T0;1479;DI;DI
SM118;CEsG;1300;1300;T0;1097;DI;DI
AG111;CEsG;1300;1300;T0;1590;DI;DI
EK086;CEsG;1300;1300;T0;1605;DI;DI
IK053;CEsG;1300;1300;T0;1953;DI;DI
MK081;CEsG;1300;1300;T0;2340;DI;DI
IP124;CEsG;1300;1300;T0;2244;DI;DI
KK098;CEsG;1300;1300;T0;2244;DI;DI
KM066;CEsG;1300;1300;T0;1742;DI;DI
KP074;CEsG;1300;1300;T0;1400;DI;DI
MR109;CEsG;1300;1300;T0;1581;DI;DI
TR072;CEsG;1300;1300;T0;1752;DI;DI
AB121;CEsG;1300;1300;T0;639;DI;DI
SM045;CEsG;1300;1300;T0;2493;DI;DI
AK092;CEsG;1300;1300;T0;1031;DI;DI
MG097;CEsG;1300;1300;T0;2499;DI;DI
AC116;CEsG;1300;1300;T0;3626;DI;DI
DK117;CEsG;1300;1300;T0;1274;DI;DI
ND071;CEsG;1300;1300;T0;2988;DI;DI
SM118;CEsG;1300;1300;T0;1291;DI;DI
AW075;CEsG;1300;1300;T0;1681;DI;DI
DO084;CEsG;1300;1300;T0;3730;DI;DI
DDR103;CEsG;1300;1300;T0;4079;DI;DI
AG111;CEsG;1300;1300;T0;1934;DI;DI
EK086;CEsG;1300;1300;T0;1965;DI;DI
AB121;CEsG;1300;1300;T0;1858;DI;DI
SM045;CEsG;1300;1300;T0;2613;DI;DI
AC108;CEsG;1300;1300;T0;1402;DI;DI
KM066;CEsG;1300;1300;T0;3137;DI;DI
MK081;CEsG;1300;1300;T0;1484;DI;DI
AK092;CEsG;1300;1300;T0;1493;DI;DI
JK076;CEsG;1300;1300;T0;1404;DI;DI
ZP079;CEsG;1300;1300;T0;1959;DI;DI
DJ083;CEsG;1300;1300;T0;1028;DI;DI
MD087;CEsG;1300;1300;T0;2141;DI;DI
MG082;CEsG;1300;1300;T0;1503;DI;DI
MK081;CEsG;1300;1300;T0;1603;DI;DI
DK061;CEsG;1300;1300;T0;2806;DI;DI
KP101;CEsG;1300;1300;T0;5392;DI;DI
KK047;CEsG;1300;1300;T0;1679;DI;DI
AB123;CEsG;1300;1300;T0;4627;DI;DI
PM106;CEsG;1300;1300;T0;1747;DI;DI
IK053;CEsG;1300;1300;T0;1537;DI;DI
PM106;CEsG;1300;1300;T0;1947;DI;DI
GN042;CEsG;1300;1300;T0;3992;DI;DI
IP124;CEsG;1300;1300;T0;1102;DI;DI
MK081;CEsG;1300;1300;T0;2243;DI;DI
AG111;CEsG;1300;1300;T0;1676;DI;DI
ND071;CEsG;1300;1300;T0;2339;DI;DI
MG097;CEsG;1300;1300;T0;2135;DI;DI
ND071;CEsG;1300;1300;T0;2332;DI;DI
AC108;CEsG;1300;1300;T0;1600;DI;DI
KS119;CEsG;1300;1300;T0;1293;DI;DI
NM095;CEsG;1300;1300;T0;1758;DI;DI
PC077;CEsG;1300;1300;T0;1747;DI;DI
AB121;CEsG;1300;1300;T0;2037;DI;DI
AG111;CEsG;1300;1300;T0;1680;DI;DI
SM045;CEsG;1300;1300;T0;2433;DI;DI
ZP079;CEsG;1300;1300;T0;1600;DI;DI
AC108;CEsG;1300;1300;T0;1750;DI;DI
DJ083;CEsG;1300;1300;T0;2254;DI;DI
KK047;CEsG;1300;1300;T0;2687;DI;DI
MM058;CEsG;1300;1300;T0;1025;DI;DI
MM058;CEsG;1300;1300;T0;1281;DI;DI
PP102;CEsG;1300;1300;T0;1602;DI;DI
SM118;CEsG;1300;1300;T0;1857;DI;DI
AG126;CEsG;1300;1300;T0;1751;DI;DI
GN042;CEsG;1300;1300;T0;2958;DI;DI
AW075;CEsG;1300;1300;T0;1685;DI;DI
DDR103;CEsG;1300;1300;T0;1284;DI;DI
MG097;CEsG;1300;1300;T0;2705;DI;DI
MM110;CEsG;1300;1300;T0;2035;DI;DI
MZ078;CEsG;1300;1300;T0;1867;DI;DI
KK105;CEsG;1300;1300;T0;1747;DI;DI
TR072;CEsG;1300;1300;T0;1027;DI;DI
KP074;CEsG;1300;1300;T0;1405;DI;DI
MG082;CEsG;1300;1300;T0;825;DI;DI
TK090;CEsG;1300;1300;T0;1868;DI;DI
BG073;CEsG;1300;1300;T0;1751;DI;DI
DK117;CEsG;1300;1300;T0;822;DI;DI
MM110;CEsG;1300;1300;T0;1953;DI;DI
AB123;CEsG;1300;1300;T0;2893;DI;DI
KK098;CEsG;1300;1300;T0;1489;DI;DI
PM106;CEsG;1300;1300;T0;1280;DI;DI
RP125;CEsG;1300;1300;T0;831;DI;DI
KM066;CEsG;1300;1300;T0;1863;DI;DI
AB123;CEsG;1300;1300;T0;4011;DI;DI
AK070;CEsG;1300;1300;T0;1489;DI;DI
AS093;CEsG;1300;1300;T0;2246;DI;DI
GN042;CEsG;1300;1300;T0;2877;DI;DI
KK047;CEsG;1300;1300;T0;1679;DI;DI
MD087;CEsG;1300;1300;T0;1496;DI;DI
MR109;CEsG;1300;1300;T0;2421;DI;DI
TK090;CEsG;1300;1300;T0;1745;DI;DI
AJ085;CEsG;1300;1300;T0;1405;DI;DI
AG126;CEsG;1300;1300;T0;1284;DI;DI
SM118;CEsG;1300;1300;T0;1595;DI;DI
DK061;CEsG;1300;1300;T0;3261;DI;DI
KP074;CEsG;1300;1300;T0;1222;DI;DI
MR109;CEsG;1300;1300;T0;1749;DI;DI
DJ083;CEsG;1300;1300;T0;2041;DI;DI
TK090;CEsG;1300;1300;T0;1597;DI;DI
KK047;CEsG;1300;1300;T0;1753;DI;DI
AB107;CEsG;1300;1300;T0;1604;DI;DI
ED100;CEsG;1300;1300;T0;1842;DI;DI
MD087;CEsG;1300;1300;T0;3158;DI;DI
GN042;CEsG;1300;1300;T0;3068;DI;DI
TK090;CEsG;1300;1300;T0;1747;DI;DI
MR109;CEsG;1300;1300;T0;1920;DI;DI
ND071;CEsG;1300;1300;T0;2134;DI;DI
JK076;CEsG;1300;1300;T0;1032;DI;DI
AP089;CEsG;1300;1300;T0;1105;DI;DI
KP101;CEsG;1300;1300;T0;3800;DI;DI
MG082;CEsG;1300;1300;T0;1040;DI;DI
AG111;CEsG;1300;1300;T0;1481;DI;DI
PW112;CEsG;1300;1300;T0;2333;DI;DI
PW112;CEsG;1300;1300;T0;2493;DI;DI
KK098;CEsG;1300;1300;T0;1685;DI;DI
AW075;CEsG;1300;1300;T0;1869;DI;DI
RP125;CEsG;1300;1300;T0;1213;DI;DI
AC116;CEsG;1300;1300;T0;3081;DI;DI
AS099;CEsG;1300;1300;T0;2696;DI;DI
KK047;CEsG;1300;1300;T0;1862;DI;DI
AB121;CEsG;1300;1300;T0;1857;DI;DI
PC077;CEsG;1300;1300;T0;1493;DI;DI
TR072;CEsG;1300;1300;T0;1278;DI;DI
IK053;CEsG;1300;1300;T0;1102;DI;DI
KM066;CEsG;1300;1300;T0;1490;DI;DI
ZP079;CEsG;1300;1300;T0;1749;DI;DI
DO084;CEsG;1300;1300;T0;1955;DI;DI
MD087;CEsG;1300;1300;T0;2612;DI;DI
MR109;CEsG;1300;1300;T0;2249;DI;DI
TR072;CEsG;1300;1300;T0;1495;DI;DI
PC077;CEsG;1300;1300;T0;1735;DI;DI
MG097;CEsG;1300;1300;T0;1494;DI;DI
AC116;CEsG;1300;1300;T0;3631;DI;DI
RP125;CEsG;1300;1300;T0;819;DI;DI
SM045;CEsG;1300;1300;T0;2029;DI;DI
DO084;CEsG;1300;1300;T0;1415;DI;DI
SM045;CEsG;1300;1300;T0;2333;DI;DI
AC108;CEsG;1300;1300;T0;727;DI;DI
GN042;CEsG;1300;1300;T0;3399;DI;DI
JK076;CEsG;1300;1300;T0;1494;DI;DI
MZ078;CEsG;1300;1300;T0;1690;DI;DI
OB120;CEsG;1300;1300;T0;1683;DI;DI
KK105;CEsG;1300;1300;T0;2042;DI;DI
KP104;CEsG;1300;1300;T0;919;DI;DI
ZP079;CEsG;1300;1300;T0;1098;DI;DI
