participant;sound;duration;Td;K6;Rd;A2;V2
DO084;CEG;1800;1800;0P;3721;DI;DI
AJ085;CEG;1800;1800;0P;3270;DI;DI
AJ085;CEG;1800;1800;0P;2616;DI;DI
KS119;CEG;1800;1800;0P;1679;DI;DI
AG080;CEG;1800;1800;0P;1679;DI;DI
MG082;CEG;1800;1800;0P;1698;DI;DI
BG073;CEG;1800;1800;0P;2622;DI;DI
MG097;CEG;1800;1800;0P;2435;DI;DI
TR072;CEG;1800;1800;0P;1951;DI;DI
KM066;CEG;1800;1800;0P;2130;DI;DI
IP124;CEG;1800;1800;0P;1926;DI;DI
DK117;CEG;2300;2300;0P;3265;DI;DI
IP124;CEG;2300;2300;0P;2425;DI;DI
JK076;CEG;2300;2300;0P;2702;DI;DI
KG067;CEG;2300;2300;0P;1946;DI;DI
IP124;CEG;2300;2300;0P;2241;DI;DI
NM095;CEG;2300;2300;0P;2912;DI;DI
AG080;CEG;2300;2300;0P;1861;DI;DI
ZP079;CEG;2300;2300;0P;2615;DI;DI
AS093;CEG;2300;2300;0P;2622;DI;DI
MJ077;CEG;2300;2300;0P;2985;DI;DI
AB107;CEG;2300;2300;0P;2995;DI;DI
AS099;CEG;2300;2300;0P;6579;DI;DI
MR109;CEG;2300;2300;0P;2035;DI;DI
PM106;CEG;2300;2300;0P;2424;DI;DI
AG111;CEG;2300;2300;0P;3258;DI;DI
BG073;CEG;2300;2300;0P;5228;DI;DI
MK081;CEG;2300;2300;0P;2614;DI;DI
DK061;CEG;2300;2300;0P;4292;DI;DI
KP104;CEG;2300;2300;0P;2244;DI;DI
AS099;CEG;2300;2300;0P;4449;DI;DI
KP104;CEG;2300;2300;0P;2251;DI;DI
DDR103;CEG;2300;2300;0P;3331;DI;DI
JK076;CEG;2300;2300;0P;2887;DI;DI
PW112;CEG;2300;2300;0P;5492;DI;DI
KM066;CEG;2300;2300;0P;2342;DI;DI
BG073;CEG;2300;2300;0P;3333;DI;DI
AC108;CEG;2300;2300;0P;2500;DI;DI
AG080;CEG;2300;2300;0P;1685;DI;DI
MR109;CEG;2300;2300;0P;2780;DI;DI
AC116;CEG;2300;2300;0P;4453;DI;DI
AG122;CEG;2300;2300;0P;2693;DI;DI
SM045;CEG;2300;2300;0P;3326;DI;DI
NM095;CEG;2300;2300;0P;2341;DI;DI
AB121;CEG;2300;2300;0P;2033;DI;DI
DDR103;CEG;2300;2300;0P;1859;DI;DI
AC116;CEG;2300;2300;0P;3259;DI;DI
DK117;CEG;2300;2300;0P;2494;DI;DI
PW112;CEG;2300;2300;0P;3629;DI;DI
AJ085;CEG;2300;2300;0P;2503;DI;DI
SM118;CEG;2300;2300;0P;2435;DI;DI
TK090;CEG;2300;2300;0P;2341;DI;DI
OB120;CEG;2300;2300;0P;1752;DI;DI
AS093;CEG;2300;2300;0P;3341;DI;DI
KS119;CEG;2300;2300;0P;2794;DI;DI
AJ085;CEG;2300;2300;0P;2496;DI;DI
IP124;CEG;2300;2300;0P;2492;DI;DI
PW112;CEG;2300;2300;0P;3080;DI;DI
AK092;CEG;2300;2300;0P;2708;DI;DI
RP125;CEG;2300;2300;0P;1690;DI;DI
PC077;CEG;2300;2300;0P;2985;DI;DI
KG067;CEG;2300;2300;0P;2338;DI;DI
KP074;CEG;2300;2300;0P;1489;DI;DI
KS119;CEG;2300;2300;0P;2238;DI;DI
KP101;CEG;2300;2300;0P;4386;DI;DI
MD087;CEG;2300;2300;0P;2438;DI;DI
NM095;CEG;2300;2300;0P;3088;DI;DI
KK098;CEG;2300;2300;0P;2035;DI;DI
PP102;CEG;2300;2300;0P;2034;DI;DI
KP104;CEG;2300;2300;0P;3721;DI;DI
MM058;CEG;2300;2300;0P;2346;DI;DI
RP125;CEG;2300;2300;0P;1952;DI;DI
DO084;CEG;2300;2300;0P;2137;DI;DI
KP101;CEG;2300;2300;0P;2990;DI;DI
KP101;CEG;2300;2300;0P;4178;DI;DI
JK076;CEG;2300;2300;0P;2128;DI;DI
KP101;CEG;2300;2300;0P;3413;DI;DI
PC077;CEG;2300;2300;0P;2615;DI;DI
ZP079;CEG;2300;2300;0P;3719;DI;DI
MM110;CEG;2300;2300;0P;3332;DI;DI
KS119;CEG;2300;2300;0P;3330;DI;DI
IK053;CEG;2300;2300;0P;2895;DI;DI
MD087;CEG;2300;2300;0P;2702;DI;DI
NM095;CEG;2300;2300;0P;2810;DI;DI
AK070;CEG;2300;2300;0P;2429;DI;DI
ND071;CEG;2300;2300;0P;2790;DI;DI
AS093;CEG;2300;2300;0P;2606;DI;DI
DJ083;CEG;2300;2300;0P;2617;DI;DI
MZ078;CEG;2300;2300;0P;1300;DI;DI
DO084;CEG;2300;2300;0P;1965;DI;DI
MG082;CEG;2300;2300;0P;1693;DI;DI
PC077;CEG;2300;2300;0P;4461;DI;DI
PM106;CEG;2300;2300;0P;2431;DI;DI
AG080;CEG;2300;2300;0P;1859;DI;DI
MD087;CEG;2300;2300;0P;2706;DI;DI
PW112;CEG;2300;2300;0P;3720;DI;DI
ND071;CEG;2300;2300;0P;3080;DI;DI
PM106;CEG;2300;2300;0P;3140;DI;DI
ZP079;CEG;2300;2300;0P;3263;DI;DI
IK053;CEG;2300;2300;0P;2333;DI;DI
BG073;CEG;2300;2300;0P;3339;DI;DI
MJ077;CEG;2300;2300;0P;2433;DI;DI
TK090;CEG;2300;2300;0P;2708;DI;DI
KS119;CEG;2300;2300;0P;1586;DI;DI
EK086;CEG;2300;2300;0P;2436;DI;DI
AB121;CEG;2300;2300;0P;2129;DI;DI
AC116;CEG;2300;2300;0P;4625;DI;DI
MJ077;CEG;2300;2300;0P;2695;DI;DI
MM058;CEG;2300;2300;0P;2499;DI;DI
SM045;CEG;2300;2300;0P;3330;DI;DI
TK090;CEG;2300;2300;0P;2804;DI;DI
KP104;CEG;2300;2300;0P;2425;DI;DI
MG097;CEG;2300;2300;0P;2249;DI;DI
RP125;CEG;2300;2300;0P;924;DI;DI
ND071;CEG;2800;2800;0P;2129;DI;DI
AB123;CEG;2800;2800;0P;5396;DI;DI
KP074;CEG;2800;2800;0P;2899;DI;DI
DO084;CEG;2800;2800;0P;2428;DI;DI
MD087;CEG;2800;2800;0P;2705;DI;DI
MD087;CEG;2800;2800;0P;2503;DI;DI
MF088;CEG;2800;2800;0P;4173;DI;DI
AJ085;CEG;2800;2800;0P;4389;DI;DI
AG080;CEG;2800;2800;0P;1879;DI;DI
MG082;CEG;2800;2800;0P;3402;DI;DI
KS119;CEG;2800;2800;0P;2038;DI;DI
MK081;CEG;2800;2800;0P;2891;DI;DI
ZP079;CEG;2800;2800;0P;3334;DI;DI
AS093;CEG;2800;2800;0P;3630;DI;DI
KG067;CEG;2800;2800;0P;2244;DI;DI
RP125;CEG;2800;2800;0P;2036;DI;DI
AC108;CEG;2800;2800;0P;3529;DI;DI
SM045;CEG;2800;2800;0P;2444;DI;DI
AK092;CEG;2800;2800;0P;2437;DI;DI
AK092;CEG;2800;2800;0P;3418;DI;DI
MJ077;CEG;2800;2800;0P;2502;DI;DI
AG122;CEG;2800;2800;0P;2793;DI;DI
AS093;CEG;2800;2800;0P;2986;DI;DI
RP125;CEG;2800;2800;0P;2617;DI;DI
PP102;CEG;2800;2800;0P;3270;DI;DI
KP104;CEG;2800;2800;0P;3134;DI;DI
IP124;CEG;2800;2800;0P;2606;DI;DI
RP125;CEG;2800;2800;0P;2430;DI;DI
MG082;CEG;2800;2800;0P;2996;DI;DI
ND071;CEG;2800;2800;0P;2431;DI;DI
JK076;CEG;2800;2800;0P;2619;DI;DI
PC077;CEG;2800;2800;0P;2492;DI;DI
PC077;CEG;2800;2800;0P;2035;DI;DI
PW112;CEG;2800;2800;0P;4076;DI;DI
NM095;CEG;2800;2800;0P;3559;DI;DI
PM106;CEG;2800;2800;0P;2893;DI;DI
NM095;CEG;2800;2800;0P;3413;DI;DI
AG111;CEG;2800;2800;0P;2692;DI;DI
BG073;CEG;2800;2800;0P;3261;DI;DI
IP124;CEG;2800;2800;0P;2694;DI;DI
ED100;CEG;2800;2800;0P;3410;DI;DI
AG122;CEG;2800;2800;0P;2496;DI;DI
AB121;CEG;2800;2800;0P;2333;DI;DI
KG067;CEG;2800;2800;0P;3080;DI;DI
MJ077;CEG;2800;2800;0P;3320;DI;DI
AC116;CEG;2800;2800;0P;1952;DI;DI
AK092;CEG;2800;2800;0P;2433;DI;DI
AP089;CEG;2800;2800;0P;2135;DI;DI
BG073;CEG;2800;2800;0P;2989;DI;DI
AJ085;CEG;2800;2800;0P;3812;DI;DI
AJ085;CEG;2800;2800;0P;2703;DI;DI
AK092;CEG;2800;2800;0P;4175;DI;DI
MG082;CEG;2800;2800;0P;3271;DI;DI
IK053;CEG;2800;2800;0P;3634;DI;DI
KS119;CEG;2800;2800;0P;2793;DI;DI
KS119;CEG;2800;2800;0P;2792;DI;DI
AG111;CEG;2800;2800;0P;3415;DI;DI
DO084;CEG;2800;2800;0P;1860;DI;DI
KM066;CEG;2800;2800;0P;2494;DI;DI
AG080;CEG;2800;2800;0P;1861;DI;DI
PC077;CEG;2800;2800;0P;3803;DI;DI
SM118;CEG;2800;2800;0P;2804;DI;DI
AK070;CEG;2800;2800;0P;2985;DI;DI
EK086;CEG;2800;2800;0P;3339;DI;DI
AG126;CEG;2800;2800;0P;2428;DI;DI
KP074;CEG;2800;2800;0P;3428;DI;DI
EK086;CEG;2800;2800;0P;2439;DI;DI
NM095;CEG;2800;2800;0P;2710;DI;DI
SM118;CEG;2800;2800;0P;2906;DI;DI
KP101;CEG;2800;2800;0P;4298;DI;DI
KS119;CEG;2800;2800;0P;2620;DI;DI
AB121;CEG;2800;2800;0P;1589;DI;DI
KM066;CEG;2800;2800;0P;2487;DI;DI
AK092;CEG;2800;2800;0P;2040;DI;DI
SM118;CEG;2800;2800;0P;2703;DI;DI
KS119;CEG;2800;2800;0P;3905;DI;DI
AC108;CEG;2800;2800;0P;3630;DI;DI
NM095;CEG;2800;2800;0P;2499;DI;DI
AB107;CEG;2800;2800;0P;2701;DI;DI
PM106;CEG;2800;2800;0P;2428;DI;DI
MM058;CEG;2800;2800;0P;3076;DI;DI
DK117;CEG;2800;2800;0P;3065;DI;DI
AP089;CEG;2800;2800;0P;2793;DI;DI
JK076;CEsG;1300;1300;0P;1495;DI;DI
DDR103;CEsG;1300;1300;0P;2037;DI;DI
MM110;CEsG;1300;1300;0P;1747;DI;DI
AB107;CEsG;1300;1300;0P;1493;DI;DI
AB121;CEsG;1300;1300;0P;1391;DI;DI
ED100;CEsG;1300;1300;0P;1357;DI;DI
ND071;CEsG;1300;1300;0P;2434;DI;DI
DK117;CEsG;1300;1300;0P;3139;DI;DI
AJ085;CEsG;1300;1300;0P;1749;DI;DI
MF088;CEsG;1300;1300;0P;3412;DI;DI
TK090;CEsG;1300;1300;0P;1747;DI;DI
EK086;CEsG;1300;1300;0P;2134;DI;DI
MM058;CEsG;1300;1300;0P;1757;DI;DI
BG073;CEsG;1300;1300;0P;2980;DI;DI
TK090;CEsG;1300;1300;0P;2250;DI;DI
KK105;CEsG;1300;1300;0P;1956;DI;DI
MZ078;CEsG;1300;1300;0P;1607;DI;DI
AW075;CEsG;1300;1300;0P;1684;DI;DI
GN042;CEsG;1300;1300;0P;8522;DI;DI
MJ077;CEsG;1300;1300;0P;1595;DI;DI
PM106;CEsG;1300;1300;0P;1592;DI;DI
PP102;CEsG;1300;1300;0P;1592;DI;DI
KG067;CEsG;1300;1300;0P;2132;DI;DI
KP074;CEsG;1300;1300;0P;1863;DI;DI
PP102;CEsG;1300;1300;0P;1485;DI;DI
KS119;CEsG;1300;1300;0P;1295;DI;DI
MF088;CEsG;1300;1300;0P;2788;DI;DI
TR072;CEsG;1300;1300;0P;1602;DI;DI
AB123;CEsG;1300;1300;0P;5029;DI;DI
AG080;CEsG;1300;1300;0P;1211;DI;DI
AG111;CEsG;1300;1300;0P;1589;DI;DI
PP102;CEsG;1300;1300;0P;3080;DI;DI
PP102;CEsG;1300;1300;0P;1026;DI;DI
JK076;CEsG;1300;1300;0P;1967;DI;DI
NM095;CEsG;1300;1300;0P;1609;DI;DI
AG080;CEsG;1300;1300;0P;821;DI;DI
MR109;CEsG;1300;1300;0P;1670;DI;DI
JK076;CEsG;1300;1300;0P;1276;DI;DI
DO084;CEsG;1300;1300;0P;1286;DI;DI
PC077;CEsG;1300;1300;0P;1213;DI;DI
KK105;CEsG;1300;1300;0P;1859;DI;DI
MJ077;CEsG;1300;1300;0P;1205;DI;DI
AS093;CEsG;1300;1300;0P;1957;DI;DI
JK076;CEsG;1300;1300;0P;1107;DI;DI
KS119;CEsG;1300;1300;0P;2233;DI;DI
PM106;CEsG;1300;1300;0P;2339;DI;DI
SM118;CEsG;1300;1300;0P;1677;DI;DI
AB121;CEsG;1300;1300;0P;1851;DI;DI
ED100;CEsG;1300;1300;0P;1579;DI;DI
KP074;CEsG;1300;1300;0P;915;DI;DI
AG080;CEsG;1300;1300;0P;1109;DI;DI
IK053;CEsG;1300;1300;0P;1686;DI;DI
AB121;CEsG;1300;1300;0P;1387;DI;DI
ND071;CEsG;1300;1300;0P;1870;DI;DI
MZ078;CEsG;1300;1300;0P;1802;DI;DI
OB120;CEsG;1300;1300;0P;1737;DI;DI
TK090;CEsG;1300;1300;0P;1407;DI;DI
ZP079;CEsG;1300;1300;0P;2043;DI;DI
AB121;CEsG;1300;1300;0P;1093;DI;DI
OB120;CEsG;1300;1300;0P;922;DI;DI
DJ083;CEsG;1300;1300;0P;1875;DI;DI
AB123;CEsG;1300;1300;0P;7418;DI;DI
AK070;CEsG;1300;1300;0P;1861;DI;DI
AK092;CEsG;1300;1300;0P;1499;DI;DI
MF088;CEsG;1300;1300;0P;2132;DI;DI
DK061;CEsG;1300;1300;0P;3088;DI;DI
KG067;CEsG;1300;1300;0P;1592;DI;DI
PC077;CEsG;1300;1300;0P;1590;DI;DI
PW112;CEsG;1300;1300;0P;1396;DI;DI
KP104;CEsG;1300;1300;0P;1403;DI;DI
ZP079;CEsG;1300;1300;0P;1965;DI;DI
MM096;CEsG;1300;1300;0P;1490;DI;DI
PC077;CEsG;1300;1300;0P;1396;DI;DI
AC116;CEsG;1300;1300;0P;2340;DI;DI
TR072;CEsG;1300;1300;0P;1593;DI;DI
AG111;CEsG;1300;1300;0P;1926;DI;DI
ED100;CEsG;1300;1300;0P;1365;DI;DI
MD087;CEsG;1300;1300;0P;2436;DI;DI
TR072;CEsG;1300;1300;0P;1494;DI;DI
IP124;CEsG;1300;1300;0P;1483;DI;DI
AS099;CEsG;1300;1300;0P;3628;DI;DI
DK117;CEsG;1300;1300;0P;2700;DI;DI
KK105;CEsG;1300;1300;0P;1745;DI;DI
MG082;CEsG;1300;1300;0P;1040;DI;DI
PC077;CEsG;1300;1300;0P;1591;DI;DI
AB123;CEsG;1300;1300;0P;3416;DI;DI
AG122;CEsG;1300;1300;0P;2332;DI;DI
JK076;CEsG;1300;1300;0P;2041;DI;DI
AG122;CEsG;1300;1300;0P;2034;DI;DI
KP074;CEsG;1300;1300;0P;1498;DI;DI
MM096;CEsG;1300;1300;0P;1694;DI;DI
KP074;CEsG;1300;1300;0P;1215;DI;DI
KP104;CEsG;1300;1300;0P;1280;DI;DI
AG126;CEsG;1300;1300;0P;1487;DI;DI
AK092;CEsG;1300;1300;0P;1740;DI;DI
ED100;CEsG;1300;1300;0P;1087;DI;DI
AB121;CEsG;1300;1300;0P;1282;DI;DI
IK053;CEsG;1800;1800;0P;1604;DI;DI
KK047;CEsG;1800;1800;0P;1492;DI;DI
MD087;CEsG;1800;1800;0P;3086;DI;DI
MM110;CEsG;1800;1800;0P;2980;DI;DI
MR109;CEsG;1800;1800;0P;1906;DI;DI
RP125;CEsG;1800;1800;0P;2614;DI;DI
KP104;CEsG;1800;1800;0P;1689;DI;DI
MG097;CEsG;1800;1800;0P;2501;DI;DI
BG073;CEsG;1800;1800;0P;2343;DI;DI
PP102;CEsG;1800;1800;0P;2244;DI;DI
AW075;CEsG;1800;1800;0P;1692;DI;DI
PC077;CEsG;1800;1800;0P;1678;DI;DI
KG067;CEsG;1800;1800;0P;2802;DI;DI
TK090;CEsG;1800;1800;0P;2991;DI;DI
MM110;CEsG;1800;1800;0P;3258;DI;DI
ZP079;CEsG;1800;1800;0P;2619;DI;DI
MK081;CEsG;1800;1800;0P;1405;DI;DI
GN042;CEsG;1800;1800;0P;4436;DI;DI
AG126;CEsG;1800;1800;0P;2132;DI;DI
DK061;CEsG;1800;1800;0P;4540;DI;DI
MK081;CEsG;1800;1800;0P;1757;DI;DI
ND071;CEsG;1800;1800;0P;1684;DI;DI
PC077;CEsG;1800;1800;0P;2336;DI;DI
DK117;CEsG;1800;1800;0P;2495;DI;DI
SM045;CEsG;1800;1800;0P;2610;DI;DI
KK105;CEsG;1800;1800;0P;2620;DI;DI
KP101;CEsG;1800;1800;0P;3803;DI;DI
AK070;CEsG;1800;1800;0P;2250;DI;DI
AK092;CEsG;1800;1800;0P;2035;DI;DI
DK117;CEsG;1800;1800;0P;1271;DI;DI
NM095;CEsG;1800;1800;0P;1972;DI;DI
AC108;CEsG;1800;1800;0P;1402;DI;DI
AK092;CEsG;1800;1800;0P;1860;DI;DI
SM118;CEsG;1800;1800;0P;2900;DI;DI
AC116;CEsG;1800;1800;0P;2496;DI;DI
DK117;CEsG;1800;1800;0P;1675;DI;DI
KG067;CEsG;1800;1800;0P;1749;DI;DI
MG097;CEsG;1800;1800;0P;2245;DI;DI
AB107;CEsG;1800;1800;0P;1857;DI;DI
MJ077;CEsG;1800;1800;0P;1675;DI;DI
SM118;CEsG;1800;1800;0P;2490;DI;DI
SM118;CEsG;1800;1800;0P;2330;DI;DI
DK061;CEsG;1800;1800;0P;1869;DI;DI
PP102;CEsG;1800;1800;0P;1682;DI;DI
AB123;CEsG;1800;1800;0P;6672;DI;DI
MJ077;CEsG;1800;1800;0P;2799;DI;DI
MJ077;CEsG;1800;1800;0P;1743;DI;DI
PP102;CEsG;1800;1800;0P;1596;DI;DI
EK086;CEsG;1800;1800;0P;1412;DI;DI
KK098;CEsG;1800;1800;0P;2130;DI;DI
AB107;CEsG;1800;1800;0P;2704;DI;DI
MM058;CEsG;1800;1800;0P;1957;DI;DI
KP101;CEsG;1800;1800;0P;300;DI;DI
AG080;CEsG;1800;1800;0P;1738;DI;DI
AP089;CEsG;1800;1800;0P;2699;DI;DI
MZ078;CEsG;1800;1800;0P;1408;DI;DI
MG082;CEsG;1800;1800;0P;1414;DI;DI
KK105;CEsG;1800;1800;0P;2249;DI;DI
KP074;CEsG;1800;1800;0P;2137;DI;DI
RP125;CEsG;1800;1800;0P;1688;DI;DI
TR072;CEsG;1800;1800;0P;1687;DI;DI
DK061;CEsG;1800;1800;0P;2614;DI;DI
MG082;CEsG;1800;1800;0P;922;DI;DI
KG067;CEsG;1800;1800;0P;2134;DI;DI
MF088;CEsG;1800;1800;0P;4298;DI;DI
AC116;CEsG;1800;1800;0P;3139;DI;DI
SM118;CEsG;1800;1800;0P;1941;DI;DI
DO084;CEsG;1800;1800;0P;3251;DI;DI
SM118;CEsG;1800;1800;0P;1869;DI;DI
AB121;CEsG;1800;1800;0P;1598;DI;DI
MZ078;CEsG;1800;1800;0P;1926;DI;DI
AG111;CEsG;1800;1800;0P;2493;DI;DI
AP089;CEsG;1800;1800;0P;1598;DI;DI
TK090;CEsG;1800;1800;0P;2892;DI;DI
ED100;CEsG;1800;1800;0P;1473;DI;DI
MM058;CEsG;1800;1800;0P;2494;DI;DI
KK105;CEsG;1800;1800;0P;2900;DI;DI
AJ085;CEsG;1800;1800;0P;1748;DI;DI
AS093;CEsG;1800;1800;0P;2800;DI;DI
MM096;CEsG;1800;1800;0P;3331;DI;DI
AB121;CEsG;2300;2300;0P;2603;DI;DI
TR072;CEsG;2300;2300;0P;2134;DI;DI
AW075;CEsG;2300;2300;0P;2040;DI;DI
AS093;CEsG;2300;2300;0P;2613;DI;DI
PM106;CEsG;2300;2300;0P;1943;DI;DI
RP125;CEsG;2300;2300;0P;1743;DI;DI
MR109;CEsG;2300;2300;0P;2601;DI;DI
KG067;CEsG;2300;2300;0P;3322;DI;DI
DO084;CEsG;2300;2300;0P;2496;DI;DI
KK098;CEsG;2300;2300;0P;2618;DI;DI
KP074;CEsG;2300;2300;0P;2618;DI;DI
AS099;CEsG;2300;2300;0P;6041;DI;DI
AG122;CEsG;2300;2300;0P;2617;DI;DI
IP124;CEsG;2300;2300;0P;2326;DI;DI
DJ083;CEsG;2300;2300;0P;2250;DI;DI
MF088;CEsG;2300;2300;0P;4186;DI;DI
KP101;CEsG;2300;2300;0P;4013;DI;DI
AK092;CEsG;2300;2300;0P;2442;DI;DI
OB120;CEsG;2300;2300;0P;1860;DI;DI
MK081;CEsG;2300;2300;0P;3547;DI;DI
AS099;CEsG;2300;2300;0P;4934;DI;DI
KP101;CEsG;2300;2300;0P;4385;DI;DI
AS099;CEsG;2300;2300;0P;4931;DI;DI
PW112;CEsG;2300;2300;0P;4827;DI;DI
TR072;CEsG;2300;2300;0P;2433;DI;DI
MM110;CEsG;2300;2300;0P;3259;DI;DI
MM096;CEsG;2300;2300;0P;2500;DI;DI
AG126;CEsG;2300;2300;0P;2425;DI;DI
MD087;CEsG;2300;2300;0P;1746;DI;DI
IP124;CEsG;2300;2300;0P;2126;DI;DI
AB107;CEsG;2300;2300;0P;2797;DI;DI
DO084;CEsG;2300;2300;0P;2140;DI;DI
DO084;CEsG;2300;2300;0P;2249;DI;DI
WS113;CEsG;2300;2300;0P;1951;DI;DI
SM045;CEsG;2300;2300;0P;3412;DI;DI
AG126;CEsG;2300;2300;0P;1941;DI;DI
DK061;CEsG;2300;2300;0P;1749;DI;DI
ND071;CEsG;2300;2300;0P;3630;DI;DI
AS093;CEsG;2300;2300;0P;2996;DI;DI
AB121;CEsG;2300;2300;0P;1852;DI;DI
AK092;CEsG;2300;2300;0P;2039;DI;DI
KS119;CEsG;2300;2300;0P;1686;DI;DI
PW112;CEsG;2300;2300;0P;4287;DI;DI
KK047;CEsG;2300;2300;0P;2420;DI;DI
IP124;CEsG;2300;2300;0P;2246;DI;DI
IK053;CEsG;2300;2300;0P;2490;DI;DI
AJ085;CEsG;2300;2300;0P;2494;DI;DI
MG082;CEsG;2300;2300;0P;1962;DI;DI
NM095;CEsG;2300;2300;0P;2501;DI;DI
AB123;CEsG;2300;2300;0P;6420;DI;DI
KP104;CEsG;2300;2300;0P;2327;DI;DI
MG082;CEsG;2300;2300;0P;1745;DI;DI
SM118;CEsG;2300;2300;0P;2248;DI;DI
AS093;CEsG;2300;2300;0P;2906;DI;DI
DJ083;CEsG;2300;2300;0P;2035;DI;DI
MD087;CEsG;2300;2300;0P;2625;DI;DI
PP102;CEsG;2300;2300;0P;2036;DI;DI
AS093;CEsG;2300;2300;0P;2987;DI;DI
AC116;CEsG;2300;2300;0P;3406;DI;DI
AS099;CEsG;2300;2300;0P;3262;DI;DI
SM045;CEsG;2300;2300;0P;3075;DI;DI
AG122;CEsG;2300;2300;0P;2499;DI;DI
AB121;CEsG;2300;2300;0P;1742;DI;DI
MD087;CEsG;2300;2300;0P;4390;DI;DI
MF088;CEsG;2300;2300;0P;4189;DI;DI
MM110;CEsG;2300;2300;0P;3252;DI;DI
KP104;CEsG;2300;2300;0P;2343;DI;DI
DK061;CEsG;2300;2300;0P;2247;DI;DI
KS119;CEsG;2300;2300;0P;3709;DI;DI
MM058;CEsG;2300;2300;0P;2708;DI;DI
WS113;CEsG;2300;2300;0P;2705;DI;DI
KK098;CEsG;2300;2300;0P;1685;DI;DI
MG097;CEsG;2300;2300;0P;2432;DI;DI
ED100;CEsG;2300;2300;0P;2324;DI;DI
KG067;CEsG;2300;2300;0P;2434;DI;DI
KS119;CEsG;2300;2300;0P;2421;DI;DI
NM095;CEsG;2300;2300;0P;2709;DI;DI
TK090;CEsG;2300;2300;0P;2710;DI;DI
AW075;CEsG;2300;2300;0P;1491;DI;DI
DO084;CEsG;2800;2800;0P;2708;DI;DI
MZ078;CEsG;2800;2800;0P;1238;DI;DI
BG073;CEsG;2800;2800;0P;5398;DI;DI
MG082;CEsG;2800;2800;0P;2514;DI;DI
PC077;CEsG;2800;2800;0P;2980;DI;DI
MJ077;CEsG;2800;2800;0P;2983;DI;DI
AG122;CEsG;2800;2800;0P;2795;DI;DI
AK070;CEsG;2800;2800;0P;2613;DI;DI
AC108;CEsG;2800;2800;0P;3142;DI;DI
WS113;CEsG;2800;2800;0P;3264;DI;DI
MG097;CEsG;2800;2800;0P;3541;DI;DI
PM106;CEsG;2800;2800;0P;2492;DI;DI
GN042;CEsG;2800;2800;0P;6779;DI;DI
RP125;CEsG;2800;2800;0P;2338;DI;DI
KM066;CEsG;2800;2800;0P;2341;DI;DI
MM110;CEsG;2800;2800;0P;2039;DI;DI
DDR103;CEsG;2800;2800;0P;2983;DI;DI
AB121;CEsG;2800;2800;0P;2700;DI;DI
IK053;CEsG;2800;2800;0P;2129;DI;DI
AC116;CEsG;2800;2800;0P;4294;DI;DI
MR109;CEsG;2800;2800;0P;3397;DI;DI
RP125;CEsG;2800;2800;0P;2989;DI;DI
AW075;CEsG;2800;2800;0P;1213;DI;DI
PP102;CEsG;2800;2800;0P;3328;DI;DI
MM058;CEsG;2800;2800;0P;3076;DI;DI
AK070;CEsG;2800;2800;0P;2802;DI;DI
TR072;CEsG;2800;2800;0P;2703;DI;DI
EK086;CEsG;2800;2800;0P;3410;DI;DI
KS119;CEsG;2800;2800;0P;2791;DI;DI
TK090;CEsG;2800;2800;0P;3548;DI;DI
AG111;CEsG;2800;2800;0P;2976;DI;DI
EK086;CEsG;2800;2800;0P;4086;DI;DI
AB107;CEsG;2800;2800;0P;3338;DI;DI
AC116;CEsG;2800;2800;0P;2982;DI;DI
AG080;CEsG;2800;2800;0P;1868;DI;DI
AB121;CEsG;2800;2800;0P;1926;DI;DI
WS113;CEsG;2800;2800;0P;2899;DI;DI
ZP079;CEsG;2800;2800;0P;2133;DI;DI
AJ085;CEsG;2800;2800;0P;2989;DI;DI
AG122;CEsG;2800;2800;0P;2889;DI;DI
KK098;CEsG;2800;2800;0P;2429;DI;DI
AP089;CEsG;2800;2800;0P;2434;DI;DI
WS113;CEsG;2800;2800;0P;3141;DI;DI
MF088;CEsG;2800;2800;0P;3637;DI;DI
SM118;CEsG;2800;2800;0P;3084;DI;DI
ZP079;CEsG;2800;2800;0P;2621;DI;DI
KG067;CEsG;2800;2800;0P;3409;DI;DI
AB121;CEsG;2800;2800;0P;2616;DI;DI
GN042;CEsG;2800;2800;0P;5379;DI;DI
MF088;CEsG;2800;2800;0P;4016;DI;DI
ZP079;CEsG;2800;2800;0P;3548;DI;DI
KP101;CEsG;2800;2800;0P;5018;DI;DI
AG080;CEsG;2800;2800;0P;1957;DI;DI
AJ085;CEsG;2800;2800;0P;3635;DI;DI
ND071;CEsG;2800;2800;0P;4294;DI;DI
MG082;CEsG;2800;2800;0P;2032;DI;DI
PM106;CEsG;2800;2800;0P;3798;DI;DI
SM118;CEsG;2800;2800;0P;2437;DI;DI
MD087;CEsG;2800;2800;0P;2701;DI;DI
JK076;CEsG;2800;2800;0P;2899;DI;DI
AK092;CEsG;2800;2800;0P;2134;DI;DI
PW112;CEsG;2800;2800;0P;3794;DI;DI
JK076;CEsG;2800;2800;0P;2616;DI;DI
AB123;CEsG;2800;2800;0P;8528;DI;DI
DJ083;CEsG;2800;2800;0P;1497;DI;DI
RP125;CEsG;2800;2800;0P;2040;DI;DI
SM045;CEsG;2800;2800;0P;3412;DI;DI
KP101;CEsG;2800;2800;0P;2801;DI;DI
AG126;CEsG;2800;2800;0P;1944;DI;DI
ZP079;CEsG;2800;2800;0P;2256;DI;DI
